0,0,0,0,0,0,0,0,0,0,0,0,3.85e-05,5.77e-05,5.77e-05,0,0,0,0,0
0,0.093462,0.093462,0.0504,0.0089481,0.0089481,0,0,0.093462,0.093462,0.0089481,0.0089481,0,0,0,0.038949,0.038949,0.029517,0.012802,0.012802
0,0.093462,0.093462,0.0504,0.0089481,0.0089481,0,0,0.093462,0.093462,0.0089481,0.0089481,0,0,0,0.038949,0.038949,0.029517,0.012802,0.012802
0,0.088543,0.088543,0.053138,0.010618,0.010618,0,0,0.088543,0.088543,0.010618,0.010618,0,0,0,0.034421,0.034421,0.029494,0.017719,0.017719
0,0.079361,0.079361,0.058628,0.013654,0.013654,0,0,0.079361,0.079361,0.013654,0.013654,1.92e-05,0,0,0.028149,0.028149,0.028527,0.022873,0.022873
0,0.079361,0.079361,0.058628,0.013654,0.013654,0,0,0.079361,0.079361,0.013654,0.013654,1.92e-05,0,0,0.028149,0.028149,0.028527,0.022873,0.022873
0,0,0,0,0,0,0,0,0,0,0,0,3.85e-05,5.77e-05,5.77e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.85e-05,5.77e-05,5.77e-05,0,0,0,0,0
0,0.093462,0.093462,0.0504,0.0089481,0.0089481,0,0,0.093462,0.093462,0.0089481,0.0089481,0,0,0,0.038949,0.038949,0.029517,0.012802,0.012802
0,0.093462,0.093462,0.0504,0.0089481,0.0089481,0,0,0.093462,0.093462,0.0089481,0.0089481,0,0,0,0.038949,0.038949,0.029517,0.012802,0.012802
0,0.079361,0.079361,0.058628,0.013654,0.013654,0,0,0.079361,0.079361,0.013654,0.013654,1.92e-05,0,0,0.028149,0.028149,0.028527,0.022873,0.022873
0,0.079361,0.079361,0.058628,0.013654,0.013654,0,0,0.079361,0.079361,0.013654,0.013654,1.92e-05,0,0,0.028149,0.028149,0.028527,0.022873,0.022873
2.08e-05,0,0,0,0,0,2.08e-05,2.08e-05,0,0,0,0,0,9.62e-05,9.62e-05,0,0,0,0,0
4.17e-05,0,0,0,0,0,4.17e-05,4.17e-05,0,0,0,0,0,7.85e-05,7.85e-05,0,0,0,0,0
4.17e-05,0,0,0,0,0,4.17e-05,4.17e-05,0,0,0,0,0,7.85e-05,7.85e-05,0,0,0,0,0
2.5e-05,0.058486,0.058486,0.035702,0.007149,0.007149,2.5e-05,2.5e-05,0.058486,0.058486,0.007149,0.007149,1.92e-05,2.5e-05,2.5e-05,0.025146,0.025146,0.023214,0.013754,0.013754
2.5e-05,0.058486,0.058486,0.035702,0.007149,0.007149,2.5e-05,2.5e-05,0.058486,0.058486,0.007149,0.007149,1.92e-05,2.5e-05,2.5e-05,0.025146,0.025146,0.023214,0.013754,0.013754
0,0.051499,0.051499,0.039595,0.011005,0.011005,0,0,0.051499,0.051499,0.011005,0.011005,0,2.5e-05,2.5e-05,0.021736,0.021736,0.0266,0.024691,0.024691
2.5e-05,0.045867,0.045867,0.042567,0.014754,0.014754,2.5e-05,2.5e-05,0.045867,0.045867,0.014754,0.014754,2.08e-05,0,0,0.017938,0.017938,0.029546,0.034692,0.034692
2.5e-05,0.045867,0.045867,0.042567,0.014754,0.014754,2.5e-05,2.5e-05,0.045867,0.045867,0.014754,0.014754,2.08e-05,0,0,0.017938,0.017938,0.029546,0.034692,0.034692
